id,name,email,date,score,amount,category
17445,AVERY GARCIA,avery garcia@test net,2022-04-09,24,"$1,205.62",wholesale
17445,AVERY GARCIA,avery garcia@test net,2022-04-09,24,"$1,205.62",wholesale
17446,drew smith, drew.smith@example.com ,2021/02/14,52,$948.81, wholesale 
17447,morgan anderson,morgan.andersonsample.org,2021-06-09,9,"$1,915.10",wholesale
17448,Chris Williams,chris.williams@test.net,2022-10-15,null,"$1,816.36",e-comm
17449,Casey Davis,CASEY.DAVIS@MAIL.COM,2020/04/03,77,1377.24,Wholesale
17450,Riley Miller,riley.miller@test.net,24/06/2023,4142,$449.99,Wholesale
17451,  Drew Rodriguez  , ..drew.rodriguez..@example.com ,2023/03/31,48,1253.93,ONLINE
17452,Taylor Martinez, TAYLOR.MARTINEZ@TEST.NET ,01-08-2020,1206,1732.24,Retail
17453,chris garcia,CHRIS.GARCIA@EXAMPLE.COM,07-31-2023,41,1652.41,Retail
17454,  Taylor Williams  , ..taylor.williams..@sample.org ,06-06-2020,14,$806.91, Wholesale 
17455,chris rodriguez,chris.rodriguez@test.net,20/03/2023,4961,$837.08,E-Commerce
17456,AVERY DAVIS,AVERY.DAVIS@EXAMPLE.COM,25/11/2020,66,1394.84,e-comm
17457,PARKER JONES,parker.jones@test.net,2023/03/20,100,914.3,Wholesale
17458,avery rodriguez,avery rodriguez@mail com,2023/07/28,1967,891.12,Wholesale
17459,  taylor smith  ,..taylor.smith..@sample.org,06-12-2020,NA, 323 ,retail
17460,  avery smith  ,..avery.smith..@test.net,10-09-2023,8, 1889 ,e-comm
17461,riley johnson,riley.johnson@example.com,30/10/2024,39,"$1,909.00",retail
17462,PARKER TAYLOR,parker.taylor@example.com,2020/04/21,NA,$790.86, ONLINE 
17463,ALEX JONES,alex.jones@example.com,2020-09-21,5,834.01, Retail 
17464,Taylor Taylor,taylor.taylor@test.net,21/02/2023,91,"$1,247.64",retail
17465,Riley Miller,riley.miller@sample.org,2022/06/08,NA,1422.86,E-Commerce
17466,  Chris Williams  , ..chris.williams..mail.com ,05-16-2022,69, 1131 ,Wholesale
17467,Avery Smith,avery.smith@sample.org,01-02-2020,44, 958 , E-Commerce 
17468,JORDAN RODRIGUEZ,JORDAN.RODRIGUEZ@SAMPLE.ORG,2023/07/23,5,$116.92,e-comm
17469,CHRIS DAVIS,chris.davismail.com,2021-09-26,66,"$1,725.80",wholesale
17470,jordan smith,jordan.smith@example.com,06-07-2020,95, 886 ,e-comm
17471,morgan martinez,morgan.martinez@example.com,10-24-2020,36,"$1,002.05",Retail
17472,MORGAN SMITH,MORGAN.SMITH@MAIL.COM,2023/10/11,0,586.33, ONLINE 
17473,,drew.davis@sample.org,03-25-2022,52,57.02,Retail
17474,,riley.davis@example.com,09/04/2023,,1226.47,Retail
17475,MORGAN JOHNSON,MORGAN.JOHNSON@MAIL.COM,2021/08/16,1,"$1,934.15",retail
17476,Morgan Williams,morgan.williams@test.net,2024-06-14,93,714.59,retail
17477,sam miller,sam.miller@test.net,2023-02-06,1752,$184.37, ONLINE 
17478,  Sam Williams  , ..sam.williams..test.net ,2020-09-12,3724, 1882 ,e-comm
17479,Drew Anderson,drew.anderson@mail.com,08/08/2021,49,249.59, E-Commerce 
17480,Jordan Taylor,jordan.taylor@mail.com,2024/04/26,3286,433.51, e-comm 
17481,Robin Jones, ROBIN.JONESTEST.NET ,15/06/2021,40,107.72,ONLINE
17482,Avery Garcia,avery.garciaexample.com,2024-05-29,14,$611.25,E-Commerce
17483,Morgan Taylor, morgan.taylor@sample.org ,2020/06/24,40,166.02, Retail 
17484,JAMIE BROWN,jamie.brown@test.net,2021/07/12,4147,1113.37,e-comm
17485,jordan anderson,jordan.anderson@mail.com,03-16-2022,12,1012.33,wholesale
17486,  Riley Miller  ,..RILEY.MILLER..@MAIL.COM,05/10/2024,36, 1028 ,ONLINE
17487,  Parker Wilson  ,..parker.wilson..@example.com,,6,$7.91,e-comm
17488,Casey Wilson, casey.wilson@mail.com ,22/05/2021,50,$434.10,Retail
17489,Casey Smith,casey.smith@sample.org,2020-08-27,9,"$1,782.42", Retail 
17490,  Alex Brown  ,..alex.brown..@example.com,20/10/2020,49,"$1,601.36", E-Commerce 
17491,,drew.wilson@sample.org,,4410,$599.42,retail
17492,  Riley Williams  ,..RILEY.WILLIAMS..@EXAMPLE.COM,2020/05/21,3693,1338.57,retail
17493,Casey Davis,casey.davis@test.net,2023/12/17,32, 1243 ,E-Commerce
17494,TAYLOR SMITH, TAYLOR.SMITH@SAMPLE.ORG ,2022-05-27,,"$1,174.39",e-comm
17495,Lee Johnson,lee.johnson@sample.org,03-06-2024,81,$543.04,E-Commerce
17496,Avery Martinez,AVERY.MARTINEZ@EXAMPLE.COM,03/05/2020,14,851.91,wholesale
17497,Jordan Anderson,JORDAN.ANDERSON@EXAMPLE.COM,2021-02-08,3020,"$1,067.02", ONLINE 
17498,Avery Williams,AVERY.WILLIAMS@EXAMPLE.COM,2022-10-17,4657, 1683 ,Wholesale
17499,Alex Garcia,alex.garcia@mail.com,21/03/2020,56,1298.68,Wholesale
17500,casey garcia,casey.garciaexample.com,2023/07/27,21, 200 , retail 
17501,QUINN GARCIA, quinn.garcia@sample.org ,2021-06-28,100,279.17, retail 
17502,  Riley Johnson  ,  RILEY JOHNSON  @TEST NET,2020-11-29,5,$44.29,E-Commerce
17503,Casey Johnson, casey.johnson@sample.org ,2022-10-24,51,$676.80,Wholesale
17504,Casey Garcia,casey.garcia@example.com,05-26-2024,23,"$1,628.27",Wholesale
17505,robin miller,ROBIN.MILLER@EXAMPLE.COM,2023/06/01,82,6.52, Wholesale 
17506,  Parker Martinez  ,..parker.martinez..@test.net,06-12-2023,71,$448.74, e-comm 
17507,Jordan Davis, jordan.davis@test.net ,27/04/2020,25,"$1,266.09",retail
17508,AVERY TAYLOR,avery.taylor@mail.com,2024-01-29,23,883.34,e-comm
17509,  Robin Williams  ,..robin.williams..@example.com,2023-06-10,60,1579.73,retail
17510,  Casey Johnson  ,..casey.johnson..@test.net,10-18-2023,abc,813.15, wholesale 
17511,  drew jones  ,..drew.jones..@example.com,04-25-2024,6,1340.33,wholesale
17512,jordan miller,JORDAN.MILLER@TEST.NET,01/07/2022,85,$416.88, retail 
17513,Morgan Davis, morgan.davis@sample.org ,2024/02/24,36,110.89, ONLINE 
17514,Parker Brown,parker.brown@mail.com,11-16-2024,2709,"$1,143.26", Wholesale 
17515,Jordan Martinez,jordan.martinez@sample.org,2022-01-21,17,261.3,E-Commerce
17516,jordan martinez,jordan.martinez@example.com,2021-06-24,22,$839.25, Wholesale 
17517,  robin davis  ,..robin.davis..@test.net,2023/04/08,30, 1978 ,E-Commerce
17518,TAYLOR GARCIA, taylor.garciamail.com ,10-16-2022,26,1568.02,wholesale
17519,Avery Brown,avery.brown@sample.org,11-07-2023,50,"$1,551.32", ONLINE 
17520,  JAMIE JOHNSON  , ..jamie.johnson..@sample.org ,01/12/2022,82,$609.91,ONLINE
17521,riley garcia, riley garcia@test net ,2022/11/03,27,1383.09,ONLINE
17522,Jordan Garcia,jordan.garcia@example.com,12-11-2024,4,1577.58,e-comm
17523,  Morgan Jones  , ..morgan.jones..@example.com ,27/10/2020,89,410.71,Retail
17524,Taylor Jones,taylor.jones@mail.com,04-19-2020,97,390.4,ONLINE
17525,Quinn Williams,quinn.williamstest.net,2023/06/17,76,$439.11,Wholesale
17526,Robin Smith,robin.smith@sample.org,06/07/2021,94,"$1,812.94", ONLINE 
17527,  QUINN GARCIA  ,..quinn.garcia..@test.net,2022-12-30,88,1612.15,ONLINE
17528,PARKER GARCIA,parker.garcia@test.net,2022-06-10,1641, 1160 , Retail 
17529,Morgan Anderson,MORGAN.ANDERSON@TEST.NET,2020-06-20,84,$615.77,ONLINE
17530,Quinn Taylor,quinn.taylor@mail.com,2020-08-13,4231, 1170 ,Retail
17531,Jamie Wilson, jamie.wilson@example.com ,21/10/2024,14,"$1,116.49",e-comm
17532,Parker Smith,parker.smith@mail.com,2022-05-13,54,$610.85,e-comm
17533,JAMIE RODRIGUEZ,JAMIE.RODRIGUEZ@TEST.NET,2020-08-10,,"$1,367.05",retail
17534,  morgan anderson  , ..MORGAN.ANDERSON..TEST.NET ,2023-12-27,7,762.86,Wholesale
17535,CASEY TAYLOR, casey.taylor@sample.org ,2023-10-13,36,104.61,Retail
17536,  Chris Rodriguez  ,..CHRIS.RODRIGUEZ..@MAIL.COM,05/08/2023,22,$923.07,ONLINE
17537,Morgan Wilson,morgan.wilson@test.net,06/06/2024,4879,"$1,112.57",Wholesale
17538,Lee Rodriguez,lee.rodriguez@sample.org,2024-12-03,99,"$1,922.58",retail
17539,morgan anderson, MORGAN.ANDERSON@SAMPLE.ORG ,2020-07-03,66,$121.77, ONLINE 
17540,jordan taylor,,2021-04-26,abc, 1138 ,Wholesale
17541,Morgan Miller,morgan.miller@sample.org,2020/01/21,,1344.24,Wholesale
17542,Alex Rodriguez,alex.rodriguez@mail.com,06-30-2020,90,"$1,829.73",wholesale
17543,Avery Rodriguez,avery.rodriguez@example.com,2021-07-04,56,1041.75, retail 
17544,Chris Williams, chris.williams@test.net ,2023-10-15,4074,"$1,320.56", Retail 
17545,QUINN ANDERSON,quinn.anderson@test.net,2023-05-31,5, 1447 ,ONLINE
17546,  Alex Wilson  ,..alex.wilson..@test.net,07-26-2024,24,$192.00,ONLINE
17547,  quinn rodriguez  , ..quinn.rodriguez..@test.net ,06-04-2024,91,1789.41, wholesale 
17548,Lee Williams, lee.williams@test.net ,16/07/2023,1,$707.37,E-Commerce
17549,JORDAN MILLER,jordan.miller@test.net,08/02/2024,95,$260.19,ONLINE
17550,Avery Smith,,01-12-2024,72,$278.80,e-comm
17551,Alex Martinez, ALEX.MARTINEZ@EXAMPLE.COM ,04-07-2024,69, 764 ,E-Commerce
17552,  alex davis  ,..ALEX.DAVIS..@MAIL.COM,19/06/2021,60,$881.45,Retail
17553,taylor brown,taylor.brown@test.net,2021-03-26,7,1551.05,e-comm
17554,Lee Anderson,lee.anderson@example.com,06-03-2020,22,676.33,wholesale
17555,Quinn Garcia,quinn.garcia@mail.com,2023/09/05,77,$415.73,e-comm
17556,SAM JONES,SAM.JONES@TEST.NET,20/05/2023,42,$319.08,ONLINE
17557,  CASEY WILLIAMS  , ..CASEY.WILLIAMS..@SAMPLE.ORG ,09-11-2020,4956, 1884 ,E-Commerce
17558,, ..taylor.martinez..@example.com ,07/12/2022,,$161.03,e-comm
17559,  taylor williams  , ..taylor.williams..@sample.org ,11-09-2020,70,"$1,001.96", wholesale 
17560,sam smith,sam.smithtest.net,10-18-2024,4408,"$1,986.75",ONLINE
17561,Sam Johnson, SAM.JOHNSON@TEST.NET ,08-30-2020,67,$934.65,Retail
17562,Riley Miller,riley.miller@mail.com,2022-01-17,null,$90.43,ONLINE
17563,Lee Jones,lee.jones@mail.com,2020-06-30,abc,76.2,wholesale
17564,  Drew Johnson  ,..drew.johnson..@example.com,07/12/2024,39,$46.32,ONLINE
17565,Avery Johnson,AVERY.JOHNSON@EXAMPLE.COM,2023/06/10,2,1299.95,ONLINE
17566,riley smith,riley.smith@sample.org,2020-05-18,68,"$1,303.04",Wholesale
17567,Taylor Williams, taylor.williams@mail.com ,2022-08-27,31,$267.26, E-Commerce 
17568,AVERY WILLIAMS, avery.williams@test.net ,2024-03-25,1231,"$1,254.68",ONLINE
17569,Avery Brown,avery.brown@test.net,2021-11-23,98,166.24, retail 
17570,  Robin Miller  ,..robin.miller..@test.net,2020-01-28,,$170.80,Wholesale
17571,Avery Anderson,AVERY.ANDERSON@EXAMPLE.COM,10-31-2024,98,"$1,435.96",ONLINE
17571,Avery Anderson,AVERY.ANDERSON@EXAMPLE.COM,10-31-2024,98,"$1,435.96",ONLINE
17572,chris garcia,chris.garcia@sample.org,09-03-2021,3978,$837.19,retail
17573,Taylor Rodriguez,taylor.rodriguez@sample.org,2021/01/21,65,"$1,937.84",e-comm
17574,Sam Anderson,,2022/02/27,69,"$1,508.30", retail 
17575,Jamie Williams, jamie.williams@sample.org ,20/06/2020,null, 1226 ,ONLINE
17576,Lee Rodriguez,LEE.RODRIGUEZ@SAMPLE.ORG,07-02-2022,17,1752.13,e-comm
17577,parker martinez, parker.martinez@example.com ,16/03/2020,86,$91.24,ONLINE
17578,Sam Wilson, SAM.WILSON@SAMPLE.ORG ,2021-12-23,22,1770.06,retail
17579,Quinn Garcia,quinn.garcia@test.net,2021/09/21,21,"$1,699.32", e-comm 
17580,Chris Davis,chris.davis@test.net,2021/12/11,13,1374.31,retail
17581,  casey rodriguez  ,..casey.rodriguez..@mail.com,2021/07/02,89,$752.69,retail
17582,Jamie Smith, jamie.smith@mail.com ,2022-05-27,NA,$495.52,wholesale
17583,riley smith,riley.smith@sample.org,2024-04-14,39,"$1,602.68",wholesale
17584,  Drew Rodriguez  ,..drew.rodriguez..@mail.com,2023-08-12,,"$1,646.29",ONLINE
17585,Parker Smith,parker.smith@sample.org,2021/01/28,84,"$1,979.58", ONLINE 
17586,Jamie Johnson, JAMIE.JOHNSONEXAMPLE.COM ,15/04/2023,abc,359.74,ONLINE
17587,Lee Jones,lee.jones@example.com,16/07/2024,62,"$1,540.37",ONLINE
17588,Casey Jones,casey.jones@mail.com,2020/08/03,43,921.69,retail
17589,robin martinez,robin.martinez@example.com,25/12/2024,68,"$1,839.66",E-Commerce
17590,Alex Anderson,alex.anderson@example.com,2021/03/17,4022, 1723 ,retail
17591,Lee Rodriguez,lee.rodriguez@test.net,2024-03-19,93,1350.62,ONLINE
17592,robin wilson,robin.wilson@test.net,2021-07-24,56,"$1,749.25",e-comm
17593,Casey Davis,casey.davis@test.net,07/07/2024,20, 855 ,e-comm
17594,lee smith,LEE.SMITH@MAIL.COM,26/07/2024,1,508.83,E-Commerce
17595,Avery Jones,avery.jones@example.com,2023-04-07,72,550.22,retail
17596,  Lee Johnson  ,..lee.johnson..@mail.com,10-05-2022,,"$1,767.75",E-Commerce
17597,PARKER RODRIGUEZ,parker.rodriguez@sample.org,11-23-2024,75,1524.68,e-comm
17598,  jordan garcia  ,..jordan.garcia..@example.com,2022-09-08,69, 1995 ,E-Commerce
17599,DREW ANDERSON,drew.anderson@test.net,2022-06-30,99,"$1,750.12",E-Commerce
17600,Sam Jones,sam.jones@test.net,11-28-2022,0,1773.94,e-comm
17601,  casey rodriguez  ,..casey.rodriguez..@sample.org,01-21-2023,null,783.5,retail
17602,  Taylor Johnson  ,..TAYLOR.JOHNSON..@EXAMPLE.COM,2024-05-01,69,638.54,wholesale
17603,,RILEY.MILLER@MAIL.COM,08-27-2020,NA,49.53,e-comm
17604,Parker Jones,parker.jones@sample.org,25/09/2023,57,1953.13,E-Commerce
17605,Jamie Martinez,jamie.martinez@sample.org,,1531,"$1,887.63",wholesale
17606,,taylor.jones@test.net,2021/08/07,1013,1138.56,Wholesale
17607,riley anderson,RILEY.ANDERSON@EXAMPLE.COM,2024-05-27,3,"$1,574.78", retail 
17608,  alex rodriguez  ,,2023-06-06,37, 1894 ,E-Commerce
17609,avery martinez,avery.martinez@example.com,2024-05-15,87,1978.45,Retail
17610,morgan anderson, morgan.anderson@mail.com ,2023/07/23,83,389.27,e-comm
17611,Avery Garcia,avery.garcia@test.net,2021-06-16,30,"$1,380.65", wholesale 
17612,Lee Davis,lee.davis@test.net,2021/12/05,null,"$1,807.35",Retail
17613,  Quinn Smith  , ..quinn.smith..@test.net ,2020-03-02,98, 905 ,wholesale
17614,Avery Wilson, AVERY.WILSON@TEST.NET ,05-03-2024,abc,$597.42,e-comm
17615,Drew Miller,drew.miller@sample.org,2023/07/22,32,"$1,023.19", e-comm 
17616,Parker Johnson,parker.johnson@test.net,2024-07-12,73,"$1,737.26",E-Commerce
17617,Parker Williams, parker.williams@sample.org ,02/04/2020,83,$646.10,ONLINE
17618,Riley Taylor,riley.taylor@mail.com,05-13-2020,11, 1791 ,Retail
17619,QUINN GARCIA,quinn.garcia@example.com,29/05/2024,14, 1616 ,e-comm
17620,  Avery Wilson  ,,2024-04-15,2,$616.90,E-Commerce
17621,JAMIE MILLER,jamie.miller@test.net,06/05/2021,,144.98, Retail 
17622,Riley Miller,RILEY.MILLER@MAIL.COM,2024-07-13,41,"$1,361.22",retail
17623,riley anderson,riley.anderson@sample.org,2022/09/06,87,"$1,043.01",wholesale
17623,riley anderson,riley.anderson@sample.org,2022/09/06,87,"$1,043.01",wholesale
17624,Riley Johnson,riley.johnson@sample.org,2024-09-03,1242,382.92,E-Commerce
17625,QUINN RODRIGUEZ,quinn.rodriguez@example.com,01-25-2021,abc,759.33, e-comm 
17626,  SAM MARTINEZ  ,  sam martinez  @mail com,2022-08-21,76,$20.52, wholesale 
17627,DREW BROWN, DREW BROWN@MAIL COM ,2021-10-22,9,$328.70,Retail
17628,,..lee.taylor..@example.com,,66,952.45,E-Commerce
17629,Chris Garcia,CHRIS.GARCIA@EXAMPLE.COM,2022-10-04,26,"$1,233.58",Wholesale
17630,Chris Miller,chris.miller@mail.com,2023/12/19,null,$753.88,Retail
17631,  Lee Anderson  ,..LEE.ANDERSON..@SAMPLE.ORG,2020-04-20,62,"$1,811.55",Wholesale
17632,Jamie Brown,jamie.brown@sample.org,02/09/2023,NA,"$1,222.23",ONLINE
17633,TAYLOR MARTINEZ, taylor martinez@sample org ,06-06-2020,1372,710.46,wholesale
17634,Alex Miller,alex.miller@mail.com,12-25-2021,96,"$1,831.61",Wholesale
17635,Alex Miller,alex.miller@mail.com,10-23-2021,50,452.15, Retail 
17636,DREW TAYLOR,,10-16-2022,,"$1,633.15",Wholesale
17637,,jordan.rodrigueztest.net,2023/07/16,51,$978.08,e-comm
17638,Casey Johnson,CASEY.JOHNSON@SAMPLE.ORG,2021/05/11,46,$741.93,e-comm
17639,Jamie Brown,jamie.brown@sample.org,2023-12-27,97,545.05,ONLINE
17640,  jordan johnson  ,..jordan.johnson..@test.net,16/04/2020,47,339.29,ONLINE
17641,AVERY SMITH,avery.smith@example.com,2022/02/17,1,$658.21,Wholesale
17642,Alex Anderson, alex.anderson@sample.org ,17/12/2024,89,1121.18,e-comm
17643,casey brown,casey.brown@test.net,10-03-2024,33,1588.85,E-Commerce
17644,jordan taylor,JORDAN.TAYLOR@TEST.NET,04/07/2021,4506,"$1,831.36",ONLINE
17645,  Riley Brown  , ..RILEY.BROWN..@TEST.NET ,13/01/2023,84,$810.11,e-comm
17646,Jordan Smith,JORDAN.SMITH@MAIL.COM,2023/06/10,57,1716.07, E-Commerce 
17647,jordan taylor,,18/01/2024,4552,1186.38,Retail
17648,jamie smith, JAMIE.SMITHSAMPLE.ORG ,2020/05/25,27,$408.77,wholesale
17649,  Jordan Davis  ,..jordan.davis..@sample.org,13/11/2022,8,334.29, e-comm 
17650,JORDAN WILLIAMS,JORDAN.WILLIAMS@TEST.NET,2023-01-12,4054,"$1,074.26",Wholesale
17651,ALEX SMITH,ALEX.SMITH@EXAMPLE.COM,2020/02/04,39,1676.95,Wholesale
17652,Riley Garcia,RILEY.GARCIA@MAIL.COM,24/06/2022,10,500.45,E-Commerce
17653,  Robin Miller  ,..robin.miller..@mail.com,07/05/2020,67,$527.69,e-comm
17654,robin wilson,robin.wilson@example.com,2023-02-10,50,812.37, Retail 
17655,PARKER RODRIGUEZ,parker.rodriguez@mail.com,2024/03/11,4158,1161.7, E-Commerce 
17656,LEE WILSON,lee.wilson@example.com,16/02/2024,16,$521.41,Wholesale
17657,AVERY GARCIA, avery.garcia@test.net ,03-04-2023,4576,1673.75,retail
17658,Morgan Anderson,morgan.anderson@sample.org,10-11-2024,4612,"$1,704.06", ONLINE 
17659,Chris Jones,chris.jones@sample.org,02/02/2022,2527,362.05,Retail
17660,Lee Jones,lee.jones@mail.com,2023-07-20,7,"$1,581.50",e-comm
17661,Avery Williams,avery.williams@test.net,2024/11/02,99,$593.73,wholesale
17662,Jordan Martinez,jordan.martinez@sample.org,04/08/2024,45,"$1,822.20",Wholesale
17663,  AVERY WILSON  ,..AVERY.WILSON..@MAIL.COM,2021-01-17,2,1839.62, e-comm 
17664,Chris Anderson,chris.anderson@example.com,2024/09/05,11,$884.45,wholesale
17665,sam wilson,sam.wilsonmail.com,07-12-2024,90,210.39,retail
17666,JORDAN MARTINEZ,JORDAN MARTINEZ@EXAMPLE COM,26/08/2021,2,$788.32,Wholesale
17667,Robin Rodriguez, ROBIN.RODRIGUEZ@EXAMPLE.COM ,21/03/2021,57,"$1,862.47",E-Commerce
17668,AVERY MILLER,avery.miller@mail.com,2020-06-06,13,1598.37,Wholesale
17669,Riley Williams,riley.williams@sample.org,2022/03/19,4,1261.42,e-comm
17670,Robin Rodriguez,robin.rodriguez@sample.org,2022-05-16,62,13.33,Retail
17671,  Avery Brown  ,..avery.brown..@mail.com,11-04-2023,4118,"$1,285.45", ONLINE 
17672,Taylor Smith, taylor.smith@example.com ,2020-06-30,98,"$1,220.15",Retail
17673,Jamie Garcia,JAMIE.GARCIA@TEST.NET,2021-08-28,39,1200.57,retail
17674,  Robin Brown  , ..robin.brown..@sample.org ,10-28-2022,96,246.07, retail 
17675,QUINN SMITH,quinn.smith@sample.org,10/09/2021,56,$170.91, E-Commerce 
17676,riley brown,riley.brownsample.org,31/05/2021,72,$452.07,wholesale
17677,  robin brown  ,..robin.brown..@sample.org,2023-06-20,3, 334 ,ONLINE
17678,LEE MILLER,LEE.MILLER@EXAMPLE.COM,2020-05-07,94,1948.24,ONLINE
17679,morgan martinez, morgan.martinez@sample.org ,04-16-2023,70,1245.54,e-comm
17680,  Jordan Wilson  ,..jordan.wilson..@test.net,2023-02-23,64,"$1,843.87", Wholesale 
17681,  Alex Williams  , ..ALEX.WILLIAMS..@EXAMPLE.COM ,2024-09-06,98,$176.80, wholesale 
17682,Parker Rodriguez, parker.rodriguez@mail.com ,11-19-2024,29,$203.01, Wholesale 
17683,QUINN TAYLOR,quinn.taylor@test.net,22/08/2023,99,512.91,retail
17684,robin smith,,04/12/2020,75,"$1,950.85", ONLINE 
17685,jamie davis,jamie.davismail.com,18/03/2020,51,$400.97,Retail
17686,alex brown,ALEX.BROWN@TEST.NET,2022-12-30,15,506.12,retail
17687,TAYLOR SMITH,taylor.smith@mail.com,2020/03/31,90,79.97,Retail
17688,Drew Davis,drew.davis@example.com,02-16-2021,,1501.23,retail
17689,CASEY GARCIA,casey.garcia@example.com,11/07/2024,75,922.51, retail 
17690,  Taylor Garcia  ,..taylor.garcia..@sample.org,19/05/2024,4616,$844.08,Wholesale
17691,Riley Rodriguez,riley.rodriguez@sample.org,2021-01-03,86,"$1,091.03",Wholesale
17692,,..jamie.johnson..@mail.com,06-16-2022,40,319.79, wholesale 
17693,JORDAN MARTINEZ,jordan.martinez@example.com,2022-05-11,2689, 290 ,ONLINE
17694,  Drew Miller  , ..drew.miller..@example.com ,2022-03-28,2,$261.84,E-Commerce
17695,Riley Johnson, riley.johnson@mail.com ,2020-06-29,92, 889 ,wholesale
17696,ALEX MARTINEZ,alex.martinez@example.com,2024-03-15,507,794.44,retail
17697,,sam.rodriguez@sample.org,10/03/2022,1723,$349.18,Wholesale
17698,Robin Smith,,12-01-2021,81,$907.53,retail
17699,  Riley Williams  , ..RILEY.WILLIAMS..@TEST.NET ,2020/03/30,73,$188.41,ONLINE
17700,  Lee Taylor  ,..LEE.TAYLOR..@MAIL.COM,2022-03-16,88,852.34,Wholesale
17701,SAM DAVIS,sam.davis@sample.org,2020/08/02,44, 874 ,Wholesale
17702,, sam.brown@example.com ,12/12/2022,87,132.67,Retail
17703,Riley Williams, riley williams@mail com ,09-05-2023,2288, 1487 ,Wholesale
17704,Quinn Johnson, quinn.johnson@mail.com ,02-16-2024,90,1864.27,retail
17705,  jamie jones  ,..jamie.jones..@sample.org,05-15-2020,1,1187.83,Wholesale
17706,Chris Garcia,chris.garcia@mail.com,2022-04-01,29, 497 , wholesale 
17707,  Casey Jones  ,  casey jones  @mail com,2024-08-24,46,1852.58,e-comm
17708,Casey Wilson,casey.wilson@example.com,09-06-2021,51,1403.75,Retail
17709,,drew.andersonmail.com,2024/09/11,68,1270.31,Retail
17710,AVERY JONES,avery.jones@sample.org,05-24-2024,16,863.85,e-comm
17711,Drew Brown,drew.brown@mail.com,04-27-2022,70,$334.53,wholesale
17712,Casey Davis,casey.davis@example.com,2022-07-31,27,"$1,006.75",wholesale
17713,jordan davis,JORDAN.DAVIS@SAMPLE.ORG,2022-09-07,,$216.06,e-comm
17714,  CASEY DAVIS  ,..CASEY.DAVIS..@MAIL.COM,,2957, 1298 ,e-comm
17715,Avery Anderson,avery.anderson@example.com,02-13-2020,72,82.43,wholesale
17716,Taylor Wilson,TAYLOR.WILSON@MAIL.COM,2023-01-15,31,"$1,232.61",Retail
17717,  Avery Brown  ,,,36,$677.45,E-Commerce
17718,Chris Smith, CHRIS.SMITH@SAMPLE.ORG ,17/11/2023,4083,"$1,362.80",ONLINE
17719,Morgan Taylor, morgan.taylor@sample.org ,2024-07-24,582, 1183 ,ONLINE
17720,Morgan Jones,morgan.jones@mail.com,18/05/2023,85,741.34,Retail
17721,TAYLOR DAVIS, taylor.davis@sample.org ,,83,$634.78,Retail
17722,  RILEY JOHNSON  , ..riley.johnson..@sample.org ,08-01-2021,31,977.37,Wholesale
17723,Riley Jones,RILEY.JONES@SAMPLE.ORG,12/03/2024,53,646.29, Wholesale 
17724,Parker Johnson,parker.johnson@example.com,2023/12/08,77,230.68,E-Commerce
17725,  Avery Johnson  , ..avery.johnson..@mail.com ,2021-04-05,79,"$1,325.71",e-comm
